index,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,display_size,warranty,Touchscreen,msoffice,latest_price,old_price,discount,star_rating,ratings,reviews
399,lenovo,Yoga,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,0,Casual,Missing,0,No,No,171998,237890,27,0,0,0
400,ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,6,Casual,16,1,No,No,88990,129990,31,0,0,0
401,HP,HP,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,Yes,Yes,114999,138166,16,0,0,0
402,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,1,Yes,Yes,82990,94600,12,4.5,21,2
403,acer,Intel,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,Yes,No,109999,0,0,0,0,0
404,Lenovo,Yoga,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,Yes,Yes,82990,117490,29,0,0,0
405,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,Yes,Yes,79990,88600,9,4.8,5,0
406,ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,114990,140990,18,0,0,0
407,HP,Spectre,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,129999,155436,16,0,0,0
408,MSI,GS,Intel,Core i5,8th,8 GB,DDR5,512 GB,0 GB,Windows,32-bit,6,Casual,Missing,0,No,No,149990,169990,11,4.1,10,3
409,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,0,No,No,71290,95136,25,0,0,0
410,DELL,Inspiron,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,79500,99433,20,4.3,10,1
411,DELL,Inspiron,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,82990,107786,23,3.7,15,3
412,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,70980,76094,6,4.4,138,23
413,ASUS,ZenBook,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,No,99990,122990,18,0,0,0
414,HP,430,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,Missing,0,No,No,94000,98000,4,0,0,0
415,DELL,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,16,0,Yes,No,82990,94890,12,4.4,16,3
416,MSI,Prestige,Intel,Core i5,11th,8 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,79990,93489,14,4.9,11,4
417,ASUS,Pro,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,85990,88990,3,0,0,0
418,ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,0,No,No,86990,0,0,0,0,0
419,ASUS,ZenBook,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,105990,0,0,5,4,0
420,ASUS,ExpertBook,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,84990,141990,40,0,0,0
421,Lenovo,Ideapad,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,59999,80000,25,4.4,22,3
422,Lenovo,Yoga,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,Yes,91999,92000,0,4.6,16,2
423,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,78900,84900,7,3.6,16,1
424,ASUS,ExpertBook,Intel,Core i5,10th,8 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,132790,172990,23,0,0,0
425,Nokia,PureBook,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,55990,82990,32,4.1,117,31
426,Lenovo,IdeaPad,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,60990,93690,34,3.9,14,6
427,Avita,Liber,Intel,Core i5,7th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,65556,79990,18,0,0,0
428,DELL,Inspiron,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,15.6,0,No,No,70190,90783,22,3.5,6,3
429,DELL,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,No,79590,106082,24,0,0,0
430,Avita,Liber,Intel,Core i5,7th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,65556,79990,18,0,0,0
431,ASUS,TUF,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,76990,105990,27,0,0,0
432,Nokia,PureBook,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,52790,82990,36,4,5,0
433,Avita,Liber,Intel,Core i5,7th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,65556,79990,18,0,0,0
434,Avita,Liber,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,44990,76990,41,3.4,17,3
435,ASUS,Intel,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,84990,115990,26,3.9,17,2
436,Lenovo,Ideapad,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,Yes,Yes,86999,109000,20,4.7,3,0
437,HP,Pavilion,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,15.6,1,No,No,78000,89000,12,4.4,512,85
438,Avita,Liber,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73063,76990,5,3.4,17,3
439,Avita,Liber,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73063,76990,5,3.4,17,3
440,HP,HP,Intel,Core i5,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,14,1,No,Yes,100990,113000,10,0,0,0
441,Lenovo,Ideapad,Intel,Core i5,8th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,74990,83458,10,3.3,3,1
442,ASUS,ROG,Intel,Core i5,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,0,No,No,75990,101990,25,4.6,1365,137
443,Lenovo,Missing,Intel,Core i5,11th,8 GB,DDR4,512 GB,0 GB,Windows,32-bit,2,Casual,15.6,1,No,Yes,84086,0,0,3.5,8,3
444,ASUS,ASUS,Intel,Core i5,11th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,75990,116990,35,4.5,368,48
445,ASUS,TUF,Intel,Core i5,11th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Gaming,17.3,1,No,Yes,77990,115990,32,4.4,202,26
446,ASUS,ROG,Intel,Core i5,10th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,No,77990,149990,48,4.5,187,26
447,APPLE,MacBook,Intel,Core i5,10th,16 GB,LPDDR4X,1024 GB,0 GB,Mac,64-bit,0,Casual,13,1,No,No,179990,194900,7,4.7,31,3
448,APPLE,MacBook,Intel,Core i5,10th,16 GB,LPDDR4X,1024 GB,0 GB,Mac,64-bit,0,Casual,13,1,No,No,179990,194900,7,4.8,91,5
449,ASUS,ROG,Intel,Core i5,10th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,82990,107990,23,4.5,844,118
450,ASUS,TUF,Intel,Core i5,11th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,87990,126990,30,0,0,0
451,ASUS,F17,Intel,Core i5,11th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,84500,105000,19,4.3,3,0
452,DELL,Inspiron,Intel,Core i5,11th,8 GB,LPDDR4X,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,0,No,No,74190,83417,11,4.5,21,3
453,Lenovo,ThinkBook,Intel,Core i5,11th,8 GB,DDR4,1024 GB,0 GB,Windows,64-bit,0,ThinNlight,13.3,1,No,Yes,64990,121608,46,3,4,0
454,Lenovo,ThinkPad,Intel,Core i5,10th,8 GB,DDR4,512 GB,512 GB,Windows,64-bit,0,ThinNlight,16,3,Yes,No,155411,0,0,0,0,0
455,Lenovo,ThinkPad,Intel,Core i5,10th,8 GB,DDR4,512 GB,512 GB,Windows,64-bit,0,ThinNlight,Missing,3,Yes,No,125394,146680,14,0,0,0
456,acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,0,No,No,49990,65999,24,0,0,0
457,acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,No,46990,56999,17,3.8,253,28
458,DELL,Vostro,Intel,Core i5,11th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,48990,70286,30,3.6,470,46
459,acer,Aspire,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,59999,62511,4,4.1,118,28
460,ASUS,VivoBook,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,46990,55990,16,4,1444,179
461,MSI,GF63,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Casual,Missing,2,No,No,52990,72990,27,4.1,1114,137
462,Lenovo,Missing,Intel,Core i5,7th,8 GB,DDR4,0 GB,1024 GB,Windows,32-bit,2,Casual,Missing,0,No,No,57999,82999,30,0,0,0
463,Lenovo,B50-70,Intel,Core i5,4th,8 GB,DDR3,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,52490,0,0,3.8,78,17
464,Lenovo,Ideapad,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,4,Casual,Missing,1,No,No,56990,62594,8,4,21,5
465,acer,Aspire,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,ThinNlight,Missing,1,No,No,61990,62549,0,4.1,73,21
466,DELL,Missing,Intel,Core i5,11th,8 GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,Missing,0,No,No,58090,59990,3,0,0,0
467,ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,56990,70990,19,0,0,0
468,acer,Aspire,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,61597,0,0,0,0,0
469,ASUS,Pro,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,81990,0,0,0,0,0
470,ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,Missing,0,No,No,61249,68990,11,0,0,0
471,DELL,Missing,Intel,Core i5,11th,8 GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,Missing,0,No,No,58990,68900,14,0,0,0
472,ASUS,ExpertBook,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,83990,0,0,0,0,0
473,MSI,GE76,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,Missing,0,No,No,291190,330990,12,4.6,7,3
474,MSI,GP65,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,6,Casual,Missing,0,No,No,145990,0,0,4.5,715,106
475,MSI,GP76,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,Missing,0,No,No,179990,201990,10,4.4,24,5
476,HP,Pavilion,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,64990,68270,4,4.3,23,4
477,HP,15q,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,46790,50190,6,4.2,3062,325
478,HP,Missing,Intel,Core i5,7th,4 GB,DDR4,0 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,44599,0,0,4.1,122,12
479,acer,Swift,Intel,Core i5,8th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,72964,73199,0,4.2,18,6
480,HP,250,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,48790,54786,10,3.4,11,1
481,acer,Aspire,Intel,Core i5,10th,8 GB,DDR4,0 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,56491,0,0,3.2,30,6
482,ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,32-bit,0,Casual,15.6,1,No,Yes,50990,70990,28,4.3,1188,127
483,ASUS,VivoBook,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,55990,81990,31,4.5,23,0
484,acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,57990,69999,17,4.6,32,1
485,ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,52990,72990,27,0,0,0
486,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,57990,74833,22,4.2,47,0
487,acer,Aspire,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,15.6,1,No,No,56990,64999,12,4,27,2
488,acer,Travelmate,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14,0,No,No,55490,60000,7,3.8,8,3
489,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,62490,86199,27,3.9,157,20
490,ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,No,64990,85990,24,4.7,10,1
491,Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,59990,93690,35,4.3,52,4
492,ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,60190,78990,23,4.4,33,4
493,ASUS,VivoBook,Intel,Core i5,9th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,54490,77990,30,4.3,343,47
494,Lenovo,Legion,Intel,Core i5,9th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,60990,86690,29,4.3,131,17
495,DELL,Inspiron,Intel,Core i5,11th,4 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,14.9,1,No,Yes,55790,60078,7,4.2,41,4
496,ASUS,VivoBook,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,15.6,1,No,Yes,64990,85990,24,4.3,328,51
497,ASUS,Missing,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,17.3,0,No,No,58990,85990,31,4.8,6,1
498,DELL,Vostro,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,14,1,No,Yes,54990,80284,31,3.8,353,28
499,HP,Pavilion,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,71990,87717,17,4.3,127,20
500,DELL,3511,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,No,69900,87320,19,0,0,0
501,Lenovo,Ideapad,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,65990,99290,33,4.2,241,19
502,ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,49990,72990,31,3.9,22,2
503,DELL,Vostro,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,58990,74066,20,4,8,1
504,Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,Missing,0,No,No,74590,109990,32,4.4,898,128
505,ASUS,Missing,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,Windows,32-bit,2,Casual,Missing,0,No,No,58990,67990,13,5,1,1
506,ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,No,64990,81990,20,0,0,0
507,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,66490,88519,24,3.8,6,1
508,DELL,G3,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Casual,Missing,0,No,No,77900,82300,5,4.3,179,34
509,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,Missing,0,No,No,67490,82600,18,3.8,41,5
510,DELL,Vostro,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,Yes,61990,68900,10,0,0,0
511,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,58990,61990,4,4.3,114,9
512,Lenovo,IdeaPad,Intel,Core i5,10th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,4,Gaming,Missing,0,No,No,74999,75500,0,4.3,268,25
513,ASUS,VivoBook,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,Missing,1,No,Yes,68900,78999,12,5,6,1
514,DELL,Inspiron,Intel,Core i5,11th,8 GB,DDR4,256 GB,1024 GB,Windows,64-bit,2,Casual,15.6,0,No,No,71695,75732,5,4.2,153,16
515,acer,Travelmate,Intel,Core i5,11th,16 GB,DDR4,256 GB,1024 GB,Windows,64-bit,0,Casual,14,0,No,No,62490,85000,26,3.4,8,0
516,DELL,Inspiron,Intel,Core i5,8th,8 GB,DDR4,0 GB,2048 GB,Windows,64-bit,2,Casual,15.6,1,No,Yes,62317,0,0,4,377,53
517,MSI,GS66,Intel,Core i5,10th,8 GB,LPDDR4,0 GB,512 GB,DOS,32-bit,8,Casual,Missing,0,No,No,207290,235990,12,0,0,0
518,DELL,Inspiron,Intel,Core i7,8th,16 GB,DDR4,256 GB,0 GB,Windows,64-bit,4,Casual,Missing,1,No,Yes,87990,88532,0,4.1,120,21
519,Avita,Liber,Intel,Core i7,8th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
520,Avita,Liber,Intel,Core i7,8th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
521,Avita,Liber,Intel,Core i7,8th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
522,Avita,Liber,Intel,Core i7,8th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
523,Avita,Liber,Intel,Core i7,8th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
524,Avita,Liber,Intel,Core i7,8th,8 GB,DDR4,256 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,73990,79990,7,0,0,0
525,ASUS,VivoBook,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,15.6,1,No,No,57990,80990,28,4.3,76,9
526,ASUS,VivoBook,Intel,Core i7,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,61990,88990,30,4.5,11,2
527,MSI,GF63,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,2,No,No,79990,95990,16,4.5,484,56
528,Lenovo,IdeaPad,Intel,Core i7,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,1,No,Yes,68990,99290,30,4.5,44,2
529,Mi,Notebook,Intel,Core i7,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,14,1,No,No,59490,65999,9,4.2,399,40
530,Lenovo,IdeaPad,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,Yes,Yes,85990,125890,31,4.4,77,10
531,Lenovo,Legion,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,99990,153490,34,4.4,11,3
532,Infinix,X1,Intel,Core i7,10th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,8,Casual,14,0,No,No,54990,69999,21,4.3,57,14
533,ASUS,VivoBook,Intel,Core i7,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,1,No,Yes,77990,96990,19,4.3,21,5
534,Lenovo,IdeaPad,Intel,Core i7,11th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,15.6,0,No,No,79990,118890,32,4,5,2
535,HP,Pavilion,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,15.6,1,No,Yes,93190,118776,21,5,4,0
536,ASUS,ZenBook,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,No,Yes,94990,122990,22,0,0,0
537,Lenovo,Thinkbook,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,14,3,Yes,Yes,84990,109696,22,4.5,13,2
538,MSI,Missing,Intel,Core i7,10th,8 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,14,0,No,No,57990,78990,26,4.4,15,0
539,HP,Envy,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,13.3,1,Yes,Yes,102990,114751,10,4.7,11,2
540,DELL,Missing,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,99990,128665,22,0,0,0
541,ASUS,ASUS,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,16,0,No,No,94990,101990,6,4.5,118,15
542,HP,Envy,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,104000,118776,12,0,0,0
543,MSI,Missing,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,0,No,No,76990,85990,10,0,0,0
544,HP,Pavilion,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,16,1,No,Yes,90190,107262,15,4.3,6,1
545,Lenovo,Missing,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,32-bit,0,Casual,16,0,Yes,No,88488,96995,8,0,0,0
546,MSI,Prestige,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,1,No,No,109990,134990,18,4.3,138,30
547,MSI,Sword,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,Missing,0,No,No,86990,107990,19,0,0,0
548,MSI,Prestige,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,No,No,89990,99240,9,0,0,0
549,HP,Spectre,Intel,Core i7,10th,16 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,Yes,239759,0,0,0,0,0
550,ASUS,VivoBook,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,2,Casual,Missing,1,No,Yes,78990,104990,24,4.5,35,4
551,DELL,XPS,Intel,Core i7,8th,16 GB,DDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,121890,139104,12,1.7,3,0
552,ASUS,ZenBook,Intel,Core i7,8th,16 GB,LPDDR3,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,1,No,No,85990,99990,14,4.4,18,0
553,MSI,Katana,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Casual,16,2,No,No,94990,117990,19,0,0,0
554,HP,Pavilion,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,4,Gaming,16,1,No,Yes,92000,113019,18,4.5,8,1
555,HP,Spectre,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,16,1,Yes,No,162990,192977,15,3.3,3,1
556,DELL,XPS,Intel,Core i7,11th,16 GB,LPDDR4X,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,1,No,Yes,135300,135553,0,5,5,2
557,MSI,Modern,Intel,Core i7,11th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,0,No,No,64990,78990,17,4.4,33,5
558,Lenovo,ThinkPad,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,16,3,No,No,174527,0,0,0,0,0
559,Lenovo,ThinkPad,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,ThinNlight,Missing,0,No,No,162299,178999,9,0,0,0
560,DELL,Inspiron,Intel,Core i7,10th,16 GB,DDR4,512 GB,0 GB,Windows,64-bit,0,Casual,Missing,1,Yes,Yes,109190,119442,8,0,0,0
