"user_id","rcp_sno","rating"
32,6884695,2
3,6850162,2
62,6880626,2
75,3070308,1
33,3355867,1
44,5954502,3
59,6872266,2
29,3392979,1
39,6908461,2
59,6885168,3
40,6869449,1
49,6873196,1
26,5294636,1
44,6891387,2
29,4810471,1
44,3392979,2
26,4519694,2
16,6864311,1
16,4601776,3
62,6893381,2
26,6856771,2
75,6880626,2
74,6897374,2
40,6901870,2
3,4810471,2
64,1956642,3
29,1956642,1
39,6874534,1
44,6854672,2
32,5361148,2
39,6893943,2
75,1889330,1
64,6857999,1
59,6893381,2
29,6877036,1
20,6845499,2
19,6859394,1
26,6645702,1
44,6832485,1
33,6877020,1
40,6883937,2
40,3300713,2
59,6898291,2
39,6893381,2
79,6876357,2
20,6945458,2
16,6892649,2
40,6887945,2
59,6897463,2
32,6874534,2
29,6864311,2
40,6832603,2
64,6835619,2
26,6859220,1
33,1423890,2
19,6868389,1
49,6897374,2
39,6931057,1
75,6863985,2
64,4948104,3
40,6891387,1
26,5164296,1
32,6854816,2
20,6845500,2
74,6853078,2
79,6873226,1
19,4763739,2
32,6870013,1
33,6844234,2
3,6822277,1
39,6876357,3
44,6887945,2
20,6163754,3
62,5400888,1
79,6856298,2
20,5754342,1
33,6832485,1
29,6869080,2
3,6800979,2
62,6645702,2
59,3882916,1
32,6834272,1
49,3171515,1
79,1914845,3
44,6903452,2
75,6854816,1
39,4582781,1
64,6897374,1
64,6867358,2
62,6852791,2
59,6865492,1
32,6883990,1
20,6897374,2
64,6871391,1
64,6833410,2
74,6838284,1
64,6862524,2
33,6882107,1
19,6891286,1
64,4116792,2
29,6163754,1
32,4116792,1
26,6863985,2
16,6854108,1
44,6872902,1
3,6873196,1
59,6516249,1
59,3153237,2
40,6834412,2
59,4606196,1
91,4606196,1
19,6859329,2
44,6837388,1
39,6839928,2
91,4803712,2
91,6873916,1
59,6847466,1
62,6840867,1
29,6835277,2
32,3188369,2
29,6829133,1
77,6829133,2
77,6344847,2
32,6835277,3
19,5776079,1
29,3149376,3
29,6837388,1
91,6832932,2
33,5060289,2
26,6895316,3
26,6834536,1
33,6888587,1
24,5354881,3
77,2614878,1
91,3153237,2
77,6874149,1
44,6831806,1
40,4803712,1
75,4154604,1
62,6829133,1
91,5159297,1
59,6829133,2
24,6888373,2
32,6885127,2
24,1660628,2
44,5159297,2
26,5362054,2
44,1118095,2
75,6834459,1
59,5406628,2
91,6884639,2
40,6834459,2
88,2614878,2
29,3224104,1
26,6892323,1
39,5159297,1
44,6895316,2
24,3149376,1
91,6873002,1
29,5455956,1
44,6835277,2
19,4900066,2
26,6873002,2
40,6868060,2
44,3153237,2
77,3188369,1
29,6780168,2
40,6885127,2
91,5421184,1
59,6875324,1
59,4008363,2
24,6834412,1
19,3224104,2
88,5776079,2
32,4653357,2
59,5060289,1
19,6895316,2
33,6835147,3
75,6839928,1
26,3188369,1
88,6834536,1
88,5354881,2
39,6837388,2
44,6847466,1
77,6876731,2
40,2475700,1
24,6836214,2
88,4803712,1
33,4627147,2
39,6868060,2
40,3188369,2
26,5354881,2
26,6888373,1
75,4442833,1
88,6885127,2
33,6834459,1
44,6812170,2
33,6858524,1
44,6888587,2
88,4154604,2
26,6874149,2
26,6218197,1
62,6831806,3
39,5570383,2
33,6885127,1
40,1395916,2
39,1118095,1
32,4154604,1
33,5419657,2
91,6835147,2
62,6875324,2
75,6895316,1
24,6880037,1
91,6835277,2
88,3149376,1
32,6895316,2
24,3224104,2
62,6829781,2
39,4606196,2
39,6836214,3
75,6875324,1
26,6812170,2
26,5776079,2
77,5354881,1
26,6835277,2
39,3450138,2
26,5406628,2
62,6812170,3
44,4008363,2
39,4644263,1
40,6516249,2
24,6344847,3
24,3188369,3
75,5626646,2
59,6868060,3
24,5904414,2
88,6859329,3
75,6829476,2
39,5265509,1
19,6218197,2
91,6885127,2
40,3299499,2
40,5626646,3
39,4803712,1
29,2541809,2
59,6839928,2
24,6895316,2
24,6876731,1
19,6516249,2
62,4644263,1
77,6834751,1
40,6839928,2
62,6876731,2
62,6516249,2
29,6868060,1
99,654941,2
70,6907137,2
99,6876144,2
25,4652298,2
78,1668771,2
72,3308920,3
70,2469204,3
78,6864833,2
71,4574279,2
25,6835072,2
78,6901348,3
71,654941,1
99,6869208,2
71,6839156,2
78,6835072,2
70,6850414,2
70,5897014,2
78,6882208,2
70,6863294,2
78,6883708,2
99,6852599,2
25,4756540,1
72,6887015,2
70,4436323,3
99,6829760,2
99,1668771,1
72,6865309,1
25,3673946,1
71,6859678,1
71,6410789,3
72,5559539,1
70,6906549,2
78,4483838,3
71,6836440,2
71,6897337,2
70,6860701,1
25,6905992,1
78,6843103,2
78,4510870,2
25,4931244,2
70,4891744,1
78,6829153,2
78,4583844,2
71,6882172,1
25,6850414,3
71,6863682,2
25,6894367,1
72,6830006,1
25,6873085,3
99,1449593,2
99,6547046,1
78,6859678,1
25,5671435,3
72,6865444,2
99,6863295,3
71,4661745,1
25,1775942,1
25,6850847,1
25,6840948,2
99,6873085,2
25,6863241,3
71,6834677,2
25,6865767,2
71,1449593,2
99,6895725,2
70,5883774,2
78,6879826,2
70,6863241,2
72,1777992,2
25,5691635,1
99,6835153,1
71,6830006,2
78,5276936,1
78,4746373,2
78,6831876,1
70,6873395,3
70,6852193,1
72,5206151,2
70,6040378,2
70,5379468,2
78,4509201,2
70,6883968,3
78,4436323,2
78,6883920,1
25,6859739,2
70,1777992,2
72,4483838,2
70,6874300,2
99,5002469,1
99,6887629,3
72,4176661,2
70,6872917,1
70,6865767,2
71,6841807,2
99,6829153,1
25,2742448,2
99,6859631,1
78,6867669,3
71,6883708,2
6,6853696,1
70,6882447,2
76,6862753,1
78,5741025,2
5,5698232,1
61,6885051,1
36,2628780,2
5,4090829,2
6,6865060,2
78,4528234,1
78,4090829,2
36,4409043,1
76,1800517,1
61,6830334,3
78,6857481,1
72,5681369,1
5,6868502,2
76,6874487,2
70,6877436,2
76,4271732,2
36,6833401,1
27,2476592,2
72,5741025,1
61,5693203,1
30,6879808,2
27,3352844,1
76,6831706,1
72,6841118,3
78,6854351,1
36,6917038,2
30,1224291,3
78,6874686,3
81,6827888,2
27,6841118,1
76,6832566,2
81,6544221,2
76,4568043,2
36,6839444,2
81,4090829,2
36,5130204,3
70,6917038,1
27,2017454,2
27,1224291,2
61,6882447,2
30,6862206,2
76,5307683,2
30,6882447,2
72,5307683,2
78,6841118,1
81,6857481,2
5,6827888,1
5,6839444,1
70,6839444,1
76,3352844,1
36,2476592,3
36,6904249,1
76,6879808,2
72,4409043,2
27,6882447,2
72,1800517,2
27,6874686,1
6,3352844,1
72,5693203,2
78,3352844,1
36,6874686,1
61,2017454,1
6,6832807,3
5,6851413,2
72,4090829,1
72,6851413,2
36,6833880,1
70,6868502,1
6,5698232,2
5,5423892,1
36,3352844,1
6,5693203,2
36,5693203,3
30,6832807,1
61,6856629,2
36,6879808,1
70,6857481,1
70,3239854,3
27,6865060,2
36,5741025,2
6,5307683,3
6,5552273,1
78,6868502,2
30,5741025,2
81,4528234,2
81,6833880,3
27,6853696,2
81,6917038,3
36,6885051,2
27,6832566,1
36,4090829,3
5,4364773,1
5,6544221,2
30,6856629,2
30,4090829,2
81,6856629,1
36,6874487,1
5,6862753,2
76,6857658,2
6,6831706,2
76,6865060,2
72,4364773,2
5,6879808,1
6,5130204,2
61,2501828,3
6,2476592,2
81,2501828,2
61,5698232,2
72,4533078,2
70,6827888,2
78,5423892,2
36,4568043,1
5,1800517,2
6,4528234,2
76,6854351,1
6,2017454,1
30,1800517,2
76,6862206,2
78,3239854,2
76,6832807,2
78,5392844,2
16,6844048,3
42,6873682,2
81,6869948,1
72,6847067,1
72,6849847,2
1,6872481,3
18,5134285,3
95,6831877,2
18,6070289,2
42,2737364,2
18,6835836,2
81,6849847,1
65,4744982,3
72,6871515,2
66,6850322,1
1,6854686,2
98,6873025,2
68,6869948,2
98,6873682,1
81,6880336,3
66,6851629,2
68,6868942,2
98,6907516,1
66,6888485,2
1,6871822,2
63,6844048,1
1,6872734,2
98,6856670,2
81,6872734,2
95,6851629,1
65,6863846,2
8,6872854,2
72,6887418,1
66,6839048,1
98,6839048,1
98,5134285,1
81,6868942,2
1,6849847,2
63,6867671,1
42,4338110,2
1,2659680,2
18,6871515,2
66,6880336,2
95,6840951,2
72,5211180,1
68,6849847,2
16,3923303,3
95,5375808,2
65,6873682,1
61,6534154,2
1,6875142,2
68,6870454,1
63,6874392,1
18,6850654,1
63,6839048,2
81,4990519,1
42,6856670,2
81,6883981,1
98,4668036,2
66,6871515,2
61,5066063,1
72,5005723,1
81,4142822,2
66,3311656,2
65,1060230,2
63,4985811,1
8,6875142,1
8,6886713,1
68,6847067,1
66,5005723,1
63,4142822,2
81,6873682,2
98,6830161,2
18,6871849,2
66,6858798,1
42,6871515,2
18,2707748,2
95,6880336,3
42,6872734,1
68,4338110,2
95,6854686,3
72,4985811,2
61,4482896,1
18,6886713,2
95,5069230,3
63,1060230,2
42,6875142,2
8,2707748,2
72,4142822,3
42,6876577,1
68,6850322,2
16,4668036,2
61,6836197,3
63,6831877,2
66,6876577,2
72,6858798,3
72,4399908,2
95,6070289,1
8,6867671,1
95,6893443,1
63,5037555,2
63,6872854,3
42,6869948,2
68,5389599,1
61,6875142,3
98,6871515,2
68,6873455,2
42,6878598,1
8,6874301,2
66,6871081,2
63,4399908,2
42,6893443,2
16,4820001,2
18,6887693,2
65,6830161,2
8,6868942,1
63,5211180,1
81,6870454,2
68,4429673,1
95,6870454,2
65,2659680,2
65,6871515,1
81,4482896,2
72,6876577,2
95,5005723,2
81,6871849,3
61,6070289,2
72,6836197,1
65,5375808,2
66,6886713,2
18,6873455,1
18,6846760,1
42,3923303,2
8,5037555,2
63,6865049,1
61,4985811,2
61,4820001,2
16,6534154,2
42,1060230,1
63,6876577,2
61,6888485,2
74,4784381,2
68,6915181,2
2,6935109,2
27,5275734,3
74,3678600,2
36,6150791,2
98,5253054,1
93,5404025,2
74,5623518,1
98,4526437,2
67,4509690,2
56,5203823,2
27,2497170,2
68,4401729,3
30,3609516,2
67,5100992,2
74,6929388,2
18,6056347,1
93,3878157,2
30,6046274,2
47,6486280,1
2,6561292,2
68,1916951,3
68,5097234,1
36,5346907,2
56,5727343,2
74,4232204,2
2,4678809,2
36,4478315,2
27,6935109,2
68,3568153,1
56,4663491,2
36,5979040,1
27,6035232,2
67,4287798,1
47,4678809,3
2,2307220,2
72,5203823,2
2,6531923,2
2,6923068,2
18,4881611,1
30,6929388,2
18,1870277,2
47,675338,2
30,5859882,2
98,4377043,2
2,3971179,2
30,708450,2
27,4009103,2
27,2833988,2
47,4827119,1
56,5159529,3
27,4931284,1
18,5922817,2
2,2833988,2
2,6233936,2
67,2558993,1
18,1434375,2
74,5073371,2
36,6594909,2
27,1600304,3
56,1690863,2
56,6922195,2
98,940491,2
56,3609516,1
30,4498700,1
30,1600304,2
68,6251874,2
74,1357527,2
56,1598893,1
98,5452148,2
93,3297820,1
2,3836356,2
2,5749832,3
56,5521514,1
74,4089186,1
36,4035259,2
47,4340628,2
68,3760714,1
74,2497170,2
47,4574190,1
56,5571602,2
56,3451635,1
98,2710406,1
72,4124782,3
67,4641757,3
27,3653178,2
98,4533075,2
68,2511002,2
67,3567996,2
30,3682426,3
68,4903228,2
93,5022127,3
47,4666779,1
68,5922817,2
36,4541377,1
27,4406728,2
18,3930240,1
36,6915156,1
2,4802700,2
56,6601232,1
2,4700366,1
72,6838963,1
74,2023237,2
56,3550766,1
27,3678600,3
47,3810884,2
68,4688249,2
74,1880582,1
18,2548029,2
18,6132695,2
74,4541377,2
47,4877967,2
36,964819,3
93,5593183,2
18,3914871,3
27,2895554,1
74,3989737,2
18,5037112,1
47,5033892,1
67,3599346,1
98,1962915,1
2,2593139,2
98,2477488,2
36,5952409,1
68,4603892,2
47,6919957,2
30,4370822,1
93,5910643,2
67,5083373,2
67,2926988,2
98,4587268,2
67,4732922,2
47,5166703,2
30,4663491,1
72,6079331,1
30,4089186,1
18,4969736,2
36,4524396,2
30,4393974,2
98,5490158,2
98,5285692,1
56,5809577,1
98,4660108,3
93,2729175,2
47,4536735,2
74,3862092,1
47,3874774,2
93,3551090,2
93,3896229,3
98,4596993,2
93,3192779,3
98,4232204,3
18,4908513,1
68,6451532,1
72,4541377,1
27,4726034,2
2,2895554,1
67,4097663,2
67,5066369,3
68,5590128,2
30,5159278,3
18,702205,1
72,4967766,2
98,4145941,2
27,3458644,1
93,5571602,2
18,4323594,2
2,4533075,3
93,4762470,3
93,6089757,3
74,3254850,2
67,4009103,2
47,3135774,2
2,1794491,2
93,5046972,2
68,6112158,2
2,6119689,2
47,6322453,1
74,5773859,2
56,1942757,3
47,4397553,2
67,4693758,1
27,6561292,2
72,4982720,1
98,938199,1
56,6925711,3
98,2803587,2
2,682718,2
74,4555995,2
98,3033291,1
30,4969232,2
30,4354649,1
67,4533075,2
27,5106409,1
30,5666903,1
18,5913617,1
47,895165,1
18,6636688,2
99,6846669,1
12,6876891,2
99,6870148,2
59,6880023,2
55,6869583,1
55,6872713,2
55,6895112,1
93,4391460,2
59,6869583,2
21,3504491,2
99,6836795,2
59,4807628,2
80,5525381,2
80,6862137,2
55,6843277,1
93,6884538,3
80,4518142,1
55,6892728,2
12,6867889,2
59,1767389,2
4,6831618,2
80,6868032,1
80,6882624,1
64,6199308,2
93,4045350,3
4,4551326,3
93,6838020,3
12,3300293,2
59,3479867,3
12,5593512,2
80,6885805,2
60,6883428,1
4,6844804,2
64,6847808,1
64,3300293,2
12,6867114,3
21,2360672,2
59,6876848,1
99,3071771,3
12,6892600,1
60,6868226,2
60,6868032,2
55,6885047,1
55,6896598,1
59,6853472,1
4,6859392,2
12,6831618,1
99,6844434,1
12,3269726,2
64,3071771,3
64,4249122,1
64,6869652,2
59,4518359,2
59,6891606,2
59,6892791,2
55,6847599,1
12,6883428,1
21,4451150,2
4,6868997,2
59,6847475,2
60,4391460,1
59,5202322,2
93,6836025,2
4,6855277,1
80,4166893,2
93,6882547,1
21,6903349,1
21,6845809,2
99,5525381,2
4,6855421,1
12,5658485,2
93,6841996,2
99,3276370,1
21,772101,2
59,6876891,1
64,6842543,2
99,6862137,2
99,4289358,1
64,5754584,2
12,6838295,2
4,6495876,3
64,6923187,2
64,6863332,2
55,6841996,2
21,6906049,3
55,6844343,2
80,4566396,1
12,5246104,2
55,6895279,2
93,6890577,2
60,6877297,1
64,6833093,3
99,6866483,1
64,6907399,2
59,4289358,1
59,6872694,2
12,4409464,2
80,6877811,2
4,6845809,3
55,5641240,1
59,4337554,1
59,6854359,2
4,6841585,1
80,1724357,3
55,6883428,1
93,4354853,1
64,6898900,2
21,4337554,2
60,6839363,2
12,6835261,3
12,6903349,2
99,4031003,1
80,3085188,1
21,1767389,2
64,6891606,2
64,5593512,2
21,6852281,2
12,6854359,1
12,1724357,2
59,6833897,1
99,4451150,1
4,6848383,2
93,6846669,2
93,6892600,2
60,6526381,1
59,6866586,1
64,6888270,2
9,5592431,2
9,6878772,2
99,6871937,1
9,6888615,3
63,6844847,2
69,6865580,3
69,6283370,2
13,4784948,1
9,6882854,1
78,1727253,2
4,6830374,1
69,6831317,2
70,6839690,2
69,6860165,2
5,837065,2
5,2571398,2
3,4005204,2
69,6884119,2
9,4009775,2
69,5555674,2
9,5478393,2
13,6894714,1
63,4335316,2
50,6885201,1
99,6847652,2
63,6905742,2
70,6863989,2
50,5969071,1
17,6829467,2
13,6874555,1
99,6883121,2
99,6860480,2
9,4938495,2
63,6833332,2
99,2824982,1
4,6834142,2
78,3257040,2
13,6878949,3
99,6848026,1
13,6863590,2
63,6868703,3
50,6871937,2
99,6077214,1
3,6872735,2
63,6836636,2
5,6883918,2
4,2299270,2
69,6892202,3
63,5623042,1
3,6904864,2
69,6854531,2
9,4779694,2
13,6863989,2
13,6854531,3
17,6881459,1
70,6833057,2
17,5266933,2
13,6837107,1
63,3085196,2
13,6832416,1
4,6843768,1
13,4534350,2
69,6867111,1
70,4592833,2
78,6887157,2
9,6862096,2
99,6885201,2
69,6834142,2
9,6832421,2
78,2593966,1
3,6862903,2
17,4240788,2
63,5149771,1
9,6846224,1
9,6837107,1
4,6905742,1
69,6880988,2
99,3311659,2
17,5222018,2
69,6887095,1
4,6832446,1
4,6893934,1
50,3000001,3
70,6899995,1
17,6874555,1
13,6842295,2
13,6868732,3
69,6834246,2
4,6870004,2
3,6865521,2
69,6847602,2
9,4534350,1
99,6830586,2
4,6882534,1
17,6856248,2
5,6851829,3
69,4031025,2
5,4317540,3
50,6613032,2
17,6833332,2
63,4700960,1
78,5396084,3
17,6843292,2
3,6883121,2
3,6868056,2
50,6883052,1
69,4844945,2
63,6865180,3
78,6850418,2
5,6893934,2
70,6832416,1
5,4642119,2
17,4540987,2
50,6939543,3
50,6877579,3
9,2673466,2
78,6886941,1
50,6924053,1
9,6854402,2
70,6870004,2
3,4793253,3
3,6834246,1
69,2571398,1
9,6883121,2
99,6882629,2
13,6829046,1
17,6829422,2
99,6880988,1
50,6896168,1
65,6843374,2
84,6850035,2
84,6876663,2
67,6864011,2
65,6862387,1
65,6884950,1
65,6878583,2
67,6866986,2
84,5524062,2
67,3300718,2
67,6883649,2
67,4468977,3
65,3316060,2
84,6863482,3
65,6848377,2
67,6853461,3
65,4431078,2
67,6867012,1
67,6863716,2
84,6868264,2
67,5422332,1
67,6877705,2
67,6831990,2
65,4328435,2
67,6852803,1
67,6866432,2
84,6903394,2
67,6853260,2
67,6894530,2
84,6881705,3
65,6872919,1
84,6847029,2
65,6858816,2
65,6864145,2
84,6739157,1
65,6913219,2
84,4384533,3
65,6817096,2
65,6883797,3
67,225141,1
67,6850169,3
65,6836680,2
67,6867555,2
67,4316634,3
67,6884918,2
84,6842067,2
84,6865013,2
65,6843136,2
65,6864781,2
45,6858293,2
16,6876201,1
59,6866164,2
69,6847174,1
63,6899074,1
37,6832656,1
43,1811832,2
43,6842271,2
43,4260822,2
48,6846281,1
35,3440661,2
45,6858491,2
38,6908498,2
80,6858491,3
51,6861298,2
10,6831093,2
53,6850649,2
28,6832994,2
2,6854053,1
43,6877908,1
31,2835418,1
34,6843951,3
41,6872285,2
10,5830244,1
91,4794161,1
15,6904987,1
38,6884415,2
16,6840706,2
100,6840909,2
59,6864393,1
35,6866290,2
45,6840854,2
38,6841206,1
53,6864125,1
64,4518138,1
37,6883477,2
43,6857976,2
51,4499543,2
52,6876513,1
58,3032665,2
69,5893619,2
28,6900650,2
59,6839440,2
28,6843217,2
16,6845505,2
34,4607250,1
15,6912054,2
45,5430106,1
52,4457523,1
63,4160347,1
52,4530245,2
15,6843217,1
52,5430106,2
34,6836999,2
52,6830751,2
57,6840909,1
31,6836817,2
52,6892847,2
64,6842962,2
48,4243158,2
10,4439155,2
37,6490231,3
64,5116934,2
51,3230169,1
41,6881870,3
48,1964300,2
52,6885108,1
15,6863797,2
38,6658258,3
4,6494282,2
34,1138149,2
41,6839440,3
31,6862107,2
34,6866282,2
48,6841899,2
38,6846110,3
15,5430106,2
53,6907686,2
63,6883867,1
4,6866527,2
37,6655115,2
69,6490231,2
53,4530710,1
35,763269,2
37,5357345,2
51,2006625,1
100,3952865,2
48,6859865,2
45,6838466,2
37,6840428,1
91,5893619,3
38,5830244,1
41,6830356,1
28,6835360,2
45,6911506,2
91,1680945,3
15,6888322,2
57,6763734,2
37,6878016,2
31,5953970,2
43,6858012,2
4,6866282,2
53,6658258,2
28,6838616,2
28,922771,2
80,1357518,1
52,6835812,2
41,6841522,3
58,6868649,1
43,840464,2
34,6857666,2
15,6861429,2
52,6910197,2
45,6857791,1
51,6861545,3
51,6898141,1
43,6866528,2
48,6842962,1
53,6863715,2
38,6880894,1
34,5840021,2
28,6858670,1
2,6832656,1
4,5955707,1
80,6883477,2
31,6858253,2
10,6901617,2
35,6845128,3
41,4607250,2
16,6841734,2
31,6868320,1
80,6854544,1
48,6883077,1
16,6860479,2
2,6847564,1
100,6846513,3
80,6859455,2
43,5549632,2
38,4343485,1
48,1604199,2
4,6898054,2
69,6866290,2
10,6857976,3
38,5953970,1
37,4574227,1
45,1877125,3
28,6870647,3
53,6857726,2
52,6850292,2
41,2399193,1
41,6859455,2
10,6863287,1
57,5686730,2
69,6878955,2
51,5644983,2
63,6948133,1
4,2425005,3
16,6870391,2
34,1036160,2
15,3941281,1
91,6879050,2
35,6901654,1
48,4410524,1
48,6891445,1
10,4297756,2
100,4632199,1
45,5582341,1
63,6861545,1
